7,958,Алтайский край,4090000,4094999,UTC+07:00
7,958,Алтайский край,5410920,5410929,UTC+07:00
7,958,Алтайский край,5411110,5411119,UTC+07:00
7,960,Алтайский край,9360000,9669999,UTC+07:00
7,960,Алтайский край,9670000,9689999,UTC+07:00
7,961,Алтайский край,2300000,2429999,UTC+07:00
7,961,Алтайский край,9760000,9999999,UTC+07:00
7,962,Алтайский край,7900000,7999999,UTC+07:00
7,962,Алтайский край,8020000,8079999,UTC+07:00
7,962,Алтайский край,8080000,8229999,UTC+07:00
7,963,Алтайский край,5000000,5039999,UTC+07:00
7,963,Алтайский край,5040000,5099999,UTC+07:00
7,963,Алтайский край,5170000,5199999,UTC+07:00
7,963,Алтайский край,5200000,5399999,UTC+07:00
7,963,Алтайский край,5700000,5799999,UTC+07:00
7,963,Алтайский край,1980000,1999999,UTC+07:00
7,963,Алтайский край,5100000,5129999,UTC+07:00
7,963,Алтайский край,5130000,5149999,UTC+07:00
7,964,Алтайский край,800000,899999,UTC+07:00
7,964,Алтайский край,6000000,6099999,UTC+07:00
7,967,Алтайский край,3800000,3809999,UTC+07:00
7,983,Алтайский край,510000,519999,UTC+07:00
7,983,Алтайский край,1000000,1099999,UTC+07:00
7,983,Алтайский край,1700000,1899999,UTC+07:00
7,983,Алтайский край,3500000,3599999,UTC+07:00
7,983,Алтайский край,3800000,3999999,UTC+07:00
7,983,Алтайский край,5400000,5599999,UTC+07:00
7,983,Алтайский край,6000000,6099999,UTC+07:00
7,983,Алтайский край,3250000,3299999,UTC+07:00
7,983,Алтайский край,5800000,5849999,UTC+07:00
7,999,Алтайский край,4000000,4002999,UTC+07:00
7,909,Амурская область,8100000,8199999,UTC +09:00
7,909,Амурская область,8830000,8859999,UTC +09:00
7,909,Амурская область,8930000,8959999,UTC +09:00
7,914,Амурская область,400000,499999,UTC +09:00
7,914,Амурская область,600000,649999,UTC +09:00
7,914,Амурская область,3800000,3999999,UTC +09:00
7,914,Амурская область,5380000,5389999,UTC +09:00
7,914,Амурская область,5390000,5392999,UTC +09:00
7,914,Амурская область,5500000,6199999,UTC +09:00
7,924,Амурская область,1400000,1499999,UTC +09:00
7,924,Амурская область,3400000,3499999,UTC +09:00
7,924,Амурская область,4400000,4499999,UTC +09:00
7,924,Амурская область,5800000,5849999,UTC +09:00
7,924,Амурская область,6700000,6849999,UTC +09:00
7,924,Амурская область,8400000,8499999,UTC +09:00
7,929,Амурская область,4750000,4799999,UTC +09:00
7,934,Амурская область,4760000,4769999,UTC +09:00
7,958,Амурская область,7900000,7904999,UTC +09:00
7,958,Амурская область,5396635,5397249,UTC +09:00
7,961,Амурская область,9500000,9599999,UTC +09:00
7,962,Амурская область,2830000,2859999,UTC +09:00
7,962,Амурская область,2930000,2959999,UTC +09:00
7,963,Амурская область,8000000,8099999,UTC +09:00
7,963,Амурская область,8100000,8179999,UTC +09:00
7,963,Амурская область,8180000,8199999,UTC +09:00
7,963,Амурская область,8420000,8499999,UTC +09:00
7,965,Амурская область,6700000,6729999,UTC +09:00
7,965,Амурская область,6760000,6779999,UTC +09:00
7,968,Амурская область,1320000,1349999,UTC +09:00
7,968,Амурская область,2460000,2469999,UTC +09:00
7,994,Амурская область,2000000,2009999,UTC +09:00
7,999,Амурская область,0,2999,UTC +09:00
7,900,Архангельская область,9110000,9209999,UTC +03:00
7,902,Архангельская область,1900000,1999999,UTC +03:00
7,902,Архангельская область,2850000,2869999,UTC +03:00
7,902,Архангельская область,5040000,5049999,UTC +03:00
7,902,Архангельская область,5070000,5079999,UTC +03:00
7,905,Архангельская область,2930000,2939999,UTC +03:00
7,905,Архангельская область,8730000,8739999,UTC +03:00
7,906,Архангельская область,2800000,2859999,UTC +03:00
7,909,Архангельская область,5500000,5569999,UTC +03:00
7,911,Архангельская область,550000,599999,UTC +03:00
7,911,Архангельская область,5500000,5999999,UTC +03:00
7,911,Архангельская область,6550000,6599999,UTC +03:00
7,911,Архангельская область,6700000,6899999,UTC +03:00
7,911,Архангельская область,8700000,8799999,UTC +03:00
7,921,Архангельская область,700000,899999,UTC +03:00
7,921,Архангельская область,2400000,2499999,UTC +03:00
7,921,Архангельская область,2900000,2999999,UTC +03:00
7,921,Архангельская область,4700000,4999999,UTC +03:00
7,921,Архангельская область,6000000,6009999,UTC +03:00
7,921,Архангельская область,6700000,6799999,UTC +03:00
7,921,Архангельская область,7190000,7219999,UTC +03:00
7,921,Архангельская область,8100000,8199999,UTC +03:00
7,929,Архангельская область,1400000,1499999,UTC +03:00
7,931,Архангельская область,4000000,4199999,UTC +03:00
7,941,Архангельская область,3401000,3401999,UTC +03:00
7,952,Архангельская область,2500000,2599999,UTC +03:00
7,952,Архангельская область,3000000,3099999,UTC +03:00
7,953,Архангельская область,2600000,2699999,UTC +03:00
7,953,Архангельская область,9300000,9399999,UTC +03:00
7,953,Архангельская область,9936000,9937999,UTC +03:00
7,953,Архангельская область,9946000,9947999,UTC +03:00
7,958,Архангельская область,5411140,5411149,UTC +03:00
7,958,Архангельская область,7905000,7909999,UTC +03:00
7,958,Архангельская область,5403635,5403674,UTC +03:00
7,958,Архангельская область,5411140,5411149,UTC +03:00
